category,institution,course-code,course-title
Scientific Ways of Knowing,University of Idaho,PHYS103,General Astronomy
Scientific Ways of Knowing,University of Idaho,PHYS104,Astronomy Lab
Scientific Ways of Knowing,University of Idaho,PHYS111,General Physics I
Scientific Ways of Knowing,University of Idaho,PHYS111L,General Physics I Lab
Scientific Ways of Knowing,University of Idaho,PHYS112,General Physics II
Scientific Ways of Knowing,University of Idaho,PHYS112L,General Physics II Lab
Scientific Ways of Knowing,University of Idaho,PHYS211,Engineering Physics I
Scientific Ways of Knowing,University of Idaho,PHYS211L,Laboratory Physics I
Scientific Ways of Knowing,University of Idaho,PHYS212,Engineering Physics II
Scientific Ways of Knowing,University of Idaho,PHYS212L,Laboratory Physics II
Scientific Ways of Knowing,University of Idaho,SOIL205,The Soil Ecosystem
Scientific Ways of Knowing,University of Idaho,SOIL206,The Soil Ecosystem Lab
Humanistic and Artistic Ways of Knowing,Boise State University,ARABIC102,Elementary Arabic II
Humanistic and Artistic Ways of Knowing,Boise State University,ARABIC201,Intermediate Arabic I
Humanistic and Artistic Ways of Knowing,Boise State University,ARABIC202,Intermediate Arabic II
Humanistic and Artistic Ways of Knowing,Boise State University,ART100,Introduction to Art
Humanistic and Artistic Ways of Knowing,Boise State University,ARTHIST101,Survey of Western Art I
Humanistic and Artistic Ways of Knowing,Boise State University,ASL101,American Sign Language I
Humanistic and Artistic Ways of Knowing,Boise State University,ASL102,American Sign Language II
Humanistic and Artistic Ways of Knowing,Boise State University,ASL201,American Sign Language III
Humanistic and Artistic Ways of Knowing,Boise State University,BASQUE101,Elementary Basque I
Humanistic and Artistic Ways of Knowing,Boise State University,BASQUE102,Elementary Basque II
Humanistic and Artistic Ways of Knowing,Boise State University,BASQUE201,Intermediate Basque I
Humanistic and Artistic Ways of Knowing,Boise State University,BASQUE202,Intermediate Basque II
Humanistic and Artistic Ways of Knowing,Boise State University,CHINESE101,Elem Mandarin Chinese I
Humanistic and Artistic Ways of Knowing,Boise State University,CHINESE102,Elem Mandarin Chinese II
Humanistic and Artistic Ways of Knowing,Boise State University,CHINESE202,Interm Mandarin Chinese II
Humanistic and Artistic Ways of Knowing,Boise State University,ENGL110,Literature and Ideas
Humanistic and Artistic Ways of Knowing,Boise State University,FRENCH101,Elementary French I
Humanistic and Artistic Ways of Knowing,Boise State University,FRENCH102,Elementary French II
Humanistic and Artistic Ways of Knowing,Boise State University,FRENCH201,Intermediate French I
Humanistic and Artistic Ways of Knowing,Boise State University,FRENCH202,Intermediate French II
Humanistic and Artistic Ways of Knowing,Boise State University,GERMAN101,Elementary German I
Humanistic and Artistic Ways of Knowing,Boise State University,GERMAN102,Elementary German II
Humanistic and Artistic Ways of Knowing,Boise State University,GERMAN201,Intermediate German I
Humanistic and Artistic Ways of Knowing,Boise State University,HIST100,Themes in World History
Humanistic and Artistic Ways of Knowing,Boise State University,HIST101,History of Western Civ I
Humanistic and Artistic Ways of Knowing,Boise State University,HIST102,History of Western Civ II
Humanistic and Artistic Ways of Knowing,Boise State University,HUM207,Intro to Humanities
Humanistic and Artistic Ways of Knowing,Boise State University,JAPANESE101,Elementary Japanese I
Humanistic and Artistic Ways of Knowing,Boise State University,JAPANESE102,Elementary Japanese II
Humanistic and Artistic Ways of Knowing,Boise State University,JAPANESE201,Intermediate Japanese I
Humanistic and Artistic Ways of Knowing,Boise State University,JAPANESE202,Intermediate Japanese II
Humanistic and Artistic Ways of Knowing,Boise State University,KOREAN101,Elementary Korean I
Humanistic and Artistic Ways of Knowing,Boise State University,KOREAN102,Elementary Korean II
Humanistic and Artistic Ways of Knowing,Boise State University,KOREAN201,Intermediate Korean I
Humanistic and Artistic Ways of Knowing,Boise State University,KOREAN202,Intermediate Korean II
Humanistic and Artistic Ways of Knowing,Boise State University,LATIN211,Elementary Classical Latin
Humanistic and Artistic Ways of Knowing,Boise State University,LATIN212,Advanced Classical Latin
Humanistic and Artistic Ways of Knowing,Boise State University,MUS100,Introduction to Music
Humanistic and Artistic Ways of Knowing,Boise State University,MUS102,Introduction to Jazz
Humanistic and Artistic Ways of Knowing,Boise State University,PHIL101,Contemporary Issues
Humanistic and Artistic Ways of Knowing,Boise State University,PHIL102,Great Thinkers
Humanistic and Artistic Ways of Knowing,Boise State University,PHIL103,Moral Problems
Humanistic and Artistic Ways of Knowing,Boise State University,PHIL209,Thinking Well: Intro to Logic
Humanistic and Artistic Ways of Knowing,Boise State University,PORTUGUE101,Elementary Portuguese I
Humanistic and Artistic Ways of Knowing,Boise State University,PORTUGUE102,Elementary Portuguese II
Humanistic and Artistic Ways of Knowing,Boise State University,SPANISH101,Elementary Spanish I
Humanistic and Artistic Ways of Knowing,Boise State University,SPANISH102,Elementary Spanish II
Humanistic and Artistic Ways of Knowing,Boise State University,SPANISH201,Intermediate Spanish I
Humanistic and Artistic Ways of Knowing,Boise State University,SPANISH202,Intermediate Spanish II
Humanistic and Artistic Ways of Knowing,Boise State University,SPANISH203,Intermed Span Native Speakers
Humanistic and Artistic Ways of Knowing,Boise State University,STEM-ED220,Perspectives
Humanistic and Artistic Ways of Knowing,Boise State University,THEA101,Introduction to Theatre
Humanistic and Artistic Ways of Knowing,Boise State University,THEA220,Cinema History and Aesthetics
Humanistic and Artistic Ways of Knowing,College of Eastern Idaho,Art101,Art History 1
Humanistic and Artistic Ways of Knowing,College of Eastern Idaho,ART102,Art History 2
Humanistic and Artistic Ways of Knowing,College of Eastern Idaho,ENG110,Introduction to Literature
Humanistic and Artistic Ways of Knowing,College of Eastern Idaho,ENG215,Survey of World Mythology
Humanistic and Artistic Ways of Knowing,College of Eastern Idaho,HUM101,Introduction to Humanities 1
Humanistic and Artistic Ways of Knowing,College of Eastern Idaho,HUM102,Introduction to Humanities 2
Humanistic and Artistic Ways of Knowing,College of Eastern Idaho,PHI101,Introduction to Philosophy
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ARTS101,Art History 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ARTS102,Art History 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ARTS103,History & Photography Appreciation
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,DANC101,Dance Appreciation
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL126,Film & Literature
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL175,Introduction to Literature
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL215,Survey of World Mythology
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL257,Western World Literature 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL258,Western World Literature 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL267,Survey of English Literature 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL268,Survey of English Literature 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL277,Survey of American Literature 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,ENGL278,Survey of American Literature 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,FREN101,Elementary French 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,FREN102,Elementary French 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,HUMA101,Introduction to Humanities 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,HUMA102,Introduction to Humanities 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,JAPN101,Elementary Japanese 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,JAPN102,Elementary Japanese 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,MUSI100,Music Appreciation
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,MUSI108,Survey of Jazz and Pop Music
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,PHIL101,Introduction to Philosophy
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,PHIL202,Ethics
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,PORT101,Elementary Portuguese 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,PORT102,Elementary Portuguese 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SIGL101,American Sign Language 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SIGL102,American Sign Language 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SIGL201,American Sign Language 3
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SIGL202,American Sign Language 4
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SPAN101,Elementary Spanish 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SPAN102,Elementary Spanish 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SPAN201,Intermediate Spanish 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,SPAN202,Intermediate Spanish 2
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,THEA101,Theatre Appreciation
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,THEA201,Theatre History 1
Humanistic and Artistic Ways of Knowing,College of Southern Idaho,THEA202,Theatre History 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ARTS101,Art History 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ARTS102,Art History 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ARTS105,Introduction to 2-D Art Foundations
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ARTS106,Intro to 3-D Art Foundations
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL175,Literature Appreciation
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL215,Survey of World Mythology
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL257,Survey of Western World Literature 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL258,Survey of Western World Literature 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL267,Survey of British Literature 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL268,Survey of British Literature 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL277,Survey of American Literature 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,ENGL278,Survey of American Literature 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,FREN101,Elementary French 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,FREN102,Elementary French 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,HIST101,Western Civilization 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,HIST102,Western Civilization 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,HUMA101,Introduction to Humanities 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,HUMA102,Introduction to Humanities 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,HUMA110,Introduction to Film Studies
Humanistic and Artistic Ways of Knowing,College of Western Idaho,MUSI100,Music Appreciation
Humanistic and Artistic Ways of Knowing,College of Western Idaho,MUSI108,Survey of Jazz and Pop Music
Humanistic and Artistic Ways of Knowing,College of Western Idaho,PHIL101,Introduction to Philosophy
Humanistic and Artistic Ways of Knowing,College of Western Idaho,PHIL202,Introduction to Ethics
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SIGL101,American Sign Language 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SIGL102,American Sign Language 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SIGL201,American Sign Language 3
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SIGL202,American Sign Language 4
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SPAN101,Elementary Spanish 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SPAN102,Elementary Spanish 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SPAN111,Spanish for Healthcare
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SPAN201,Intermediate Spanish 1
Humanistic and Artistic Ways of Knowing,College of Western Idaho,SPAN202,Intermediate Spanish 2
Humanistic and Artistic Ways of Knowing,College of Western Idaho,THEA101,Theatre Appreciation
Humanistic and Artistic Ways of Knowing,Idaho State University,ANTH1101,Elementary Shoshoni I
Humanistic and Artistic Ways of Knowing,Idaho State University,ANTH1102,Elementary Shoshoni II
Humanistic and Artistic Ways of Knowing,Idaho State University,ARBC1101,Elementary Arabic I
Humanistic and Artistic Ways of Knowing,Idaho State University,ARBC1102,Elementary Arabic II
Humanistic and Artistic Ways of Knowing,Idaho State University,ART1100,Survey of Art
Humanistic and Artistic Ways of Knowing,Idaho State University,ART1101,History of Western Art I
Humanistic and Artistic Ways of Knowing,Idaho State University,ART1102,Drawing I
Humanistic and Artistic Ways of Knowing,Idaho State University,ART2210,Hist and Apprec of Photography
Humanistic and Artistic Ways of Knowing,Idaho State University,CHNS1101,Elementary Chinese I (IGM)
Humanistic and Artistic Ways of Knowing,Idaho State University,CHNS1102,Elementary Chinese II (IGM)
Humanistic and Artistic Ways of Knowing,Idaho State University,CMP2250,History Appreciation Photo
Humanistic and Artistic Ways of Knowing,Idaho State University,CSD1151,American Sign Lang I
Humanistic and Artistic Ways of Knowing,Idaho State University,CSD1152,American Sign Lang II
Humanistic and Artistic Ways of Knowing,Idaho State University,DANC1105,Survey of Dance
Humanistic and Artistic Ways of Knowing,Idaho State University,DANC2205,Dance in the Modern Era
Humanistic and Artistic Ways of Knowing,Idaho State University,ENGL1110,Intro to Literatrre
Humanistic and Artistic Ways of Knowing,Idaho State University,ENGL1115,Major Themes in Literature
Humanistic and Artistic Ways of Knowing,Idaho State University,ENGL1126,Art of Film I
Humanistic and Artistic Ways of Knowing,Idaho State University,ENGL2257,Survey of World Lit I
Humanistic and Artistic Ways of Knowing,Idaho State University,ENGL2258,Survey of World Lit II
Humanistic and Artistic Ways of Knowing,Idaho State University,FREN1101,Elementary French I
Humanistic and Artistic Ways of Knowing,Idaho State University,FREN1102,Elementary French II
Humanistic and Artistic Ways of Knowing,Idaho State University,GERM1101,Elementary German I
Humanistic and Artistic Ways of Knowing,Idaho State University,GERM1102,Elementary German II
Humanistic and Artistic Ways of Knowing,Idaho State University,HONS1102,Honors Humanities II
Humanistic and Artistic Ways of Knowing,Idaho State University,JAPN1101,Elementary Japanese I
Humanistic and Artistic Ways of Knowing,Idaho State University,JAPN1102,Elementary Japanese II
Humanistic and Artistic Ways of Knowing,Idaho State University,LANG1101,Elementary Foreign Language I
Humanistic and Artistic Ways of Knowing,Idaho State University,LANG1102,Elementary Foreign Language II
Humanistic and Artistic Ways of Knowing,Idaho State University,LATN1101,Elementary Latin I
Humanistic and Artistic Ways of Knowing,Idaho State University,LATN1102,Elementary Latin II
Humanistic and Artistic Ways of Knowing,Idaho State University,MUSC1100,Introduction to Music
Humanistic and Artistic Ways of Knowing,Idaho State University,MUSC1106,American Music
Humanistic and Artistic Ways of Knowing,Idaho State University,MUSC1108,The World of Music
Humanistic and Artistic Ways of Knowing,Idaho State University,MUSC1109,Survey of Jazz History
Humanistic and Artistic Ways of Knowing,Idaho State University,PHIL1101,Intro to Philosophy
Humanistic and Artistic Ways of Knowing,Idaho State University,PHIL1103,Intro to Ethics
Humanistic and Artistic Ways of Knowing,Idaho State University,RUSS1101,Elementary Russian I
Humanistic and Artistic Ways of Knowing,Idaho State University,RUSS1102,Elementary Russian II
Humanistic and Artistic Ways of Knowing,Idaho State University,SHOS1101,Elementary Shoshoni I
Humanistic and Artistic Ways of Knowing,Idaho State University,SHOS1102,Elementary Shoshoni II
Humanistic and Artistic Ways of Knowing,Idaho State University,SPAN1101,Elem Spanish I
Humanistic and Artistic Ways of Knowing,Idaho State University,SPAN1102,Elem Spanish II
Humanistic and Artistic Ways of Knowing,Idaho State University,TGE1257,Applied Ethics in Technology
Humanistic and Artistic Ways of Knowing,Idaho State University,THEA1101,Appreciation of Drama
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,ART100,Survey/Art
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,ENGL150,Intro/Literature
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,ENGL257,World Classics
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,ENGL258,International Literature
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,HUM101,Art/Hist Motion Picture
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,HUM150,Intro/Arts
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,MUS101,Survey/Music
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,MUS102,Music in America
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,MUS150,World Music
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,MUS151,History of Musical Theater
Humanistic and Artistic Ways of Knowing,Lewis-Clark State College,THEA101,Survey/Theater
Humanistic and Artistic Ways of Knowing,North Idaho College,AIST285,American Indian Literature
Humanistic and Artistic Ways of Knowing,North Idaho College,ART100,Survey of Art
Humanistic and Artistic Ways of Knowing,North Idaho College,ART101,History of Western Art I
Humanistic and Artistic Ways of Knowing,North Idaho College,ART102,History of Western Art II
Humanistic and Artistic Ways of Knowing,North Idaho College,ASL101,Elementary American Sign Language I
Humanistic and Artistic Ways of Knowing,North Idaho College,ASL102,Elementary American Sign Language II
Humanistic and Artistic Ways of Knowing,North Idaho College,CINA126,Film & International Culture
Humanistic and Artistic Ways of Knowing,North Idaho College,COMM220,Intro to Intercultural Communication
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL175,Introduction to Literature
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL257,Literature of Western Civilization
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL258,Literature of Western Civilization
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL267,Survey of English Literature
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL268,Survey of English Literature
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL271,Introduction to Shakespeare
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL277,Survey of American Literature
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL278,Survey of American Literature
Humanistic and Artistic Ways of Knowing,North Idaho College,ENGL285,American Indian Literature
Humanistic and Artistic Ways of Knowing,North Idaho College,FLAN207,Contemporary World Cultures
Humanistic and Artistic Ways of Knowing,North Idaho College,GERM101,Elementary German I
Humanistic and Artistic Ways of Knowing,North Idaho College,GERM102,Elementary German II
Humanistic and Artistic Ways of Knowing,North Idaho College,HUMS101,Montage: Introduction to the Humanities
Humanistic and Artistic Ways of Knowing,North Idaho College,HUMS126,Film and International Culture
Humanistic and Artistic Ways of Knowing,North Idaho College,HUMS200,Interdisciplinary Seminar
Humanistic and Artistic Ways of Knowing,North Idaho College,INTR200,Interdisciplinary Seminar
Humanistic and Artistic Ways of Knowing,North Idaho College,MUSH101,Survey of Music
Humanistic and Artistic Ways of Knowing,North Idaho College,MUSH127,Survey of American Popular Music Since 1900
Humanistic and Artistic Ways of Knowing,North Idaho College,MUSH163,Survey of World Music
Humanistic and Artistic Ways of Knowing,North Idaho College,PHIL101,Introduction to Philosophy
Humanistic and Artistic Ways of Knowing,North Idaho College,PHIL103,Ethics
Humanistic and Artistic Ways of Knowing,North Idaho College,PHIL111,World Religions
Humanistic and Artistic Ways of Knowing,North Idaho College,PHIL201,Logic and Critical Thinking
Humanistic and Artistic Ways of Knowing,North Idaho College,PHIL205,Political and Social Philosophy
Humanistic and Artistic Ways of Knowing,North Idaho College,PHIL220,Asian Philosophy
Humanistic and Artistic Ways of Knowing,North Idaho College,SPAN101,Elementary Spanish I
Humanistic and Artistic Ways of Knowing,North Idaho College,THEA101,Introduction to the Theatre
Humanistic and Artistic Ways of Knowing,University of Idaho,AMST301,Studies in American Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ARCH151,Intro to Built Environment
Humanistic and Artistic Ways of Knowing,University of Idaho,ART100,World Art and Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ART205,Visual Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ART213,History/Theory Modern Design I
Humanistic and Artistic Ways of Knowing,University of Idaho,ART302,Modern Art & Theory
Humanistic and Artistic Ways of Knowing,University of Idaho,ART382,History of Photography
Humanistic and Artistic Ways of Knowing,University of Idaho,ART407,New Media
Humanistic and Artistic Ways of Knowing,University of Idaho,DAN100,Dance in Society
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL175,Introduction/Literary Genres
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL221,History of Film 1895-1945
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL222,History of Film 1945-Present
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL257,Lit of Western Civilization
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL258,Lit of Western Civilization
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL322,Environmental Lit and Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL341,Survey of British Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL342,Survey of British Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL343,Survey of American Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL344,Survey of American Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL345,Shakespeare
Humanistic and Artistic Ways of Knowing,University of Idaho,ENGL375,The Bible as Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN210,Intro to Classic Mythology
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN313,French/Francophone Lit in Tran
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN324,Topics in Germ Lit In Transltn
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN331,Japanese Anime
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN391,Hispanic Film
Humanistic and Artistic Ways of Knowing,University of Idaho,FLEN394,Latin Amer Lit in Translation
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST329,Idaho and the Pacific NW
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST340,"Modern India, 1757-1947"
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST350,Age of Enlightenment
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST357,Women/Pre-Modern European Hist
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST366,Modern European Culture
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST378,Hist Science Antiquity to 1700
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST379,Hist Science 1700 to Present
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST414,History and Film
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST442,Medieval Church
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST443,The Medieval State
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST445,Medv Engl Const/Legal
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST447,The Renaissance
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST448,The Reformation
Humanistic and Artistic Ways of Knowing,University of Idaho,HIST485,Chinese Social/Cultural Hist
Humanistic and Artistic Ways of Knowing,University of Idaho,IS370,African Cmnty Culture Music
Humanistic and Artistic Ways of Knowing,University of Idaho,LAS391,Hispanic Film
Humanistic and Artistic Ways of Knowing,University of Idaho,LAS394,Latin Amer Lit in Translation
Humanistic and Artistic Ways of Knowing,University of Idaho,MUSH101,Survey of Music
Humanistic and Artistic Ways of Knowing,University of Idaho,MUSH111,Intro Music Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,MUSH201,History of Rock & Roll
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL103,Ethics
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL200,Philosophy of Alcohol
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL201,Critical Thinking
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL208,Business Ethics
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL240,Belief and Reality
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL351,Philosophy of Science
Humanistic and Artistic Ways of Knowing,University of Idaho,PHIL361,Professional Ethics
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS375,The Bible as Literature
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS442,Medieval Church
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS443,The Medieval State
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS447,The Renaissance
Humanistic and Artistic Ways of Knowing,University of Idaho,RELS448,The Reformation
Humanistic and Artistic Ways of Knowing,University of Idaho,THE101,Intro to the Theatre
Humanistic and Artistic Ways of Knowing,University of Idaho,THE468,Theatre History I
Humanistic and Artistic Ways of Knowing,University of Idaho,THE469,Theatre History II
Humanistic and Artistic Ways of Knowing,University of Idaho,WMST201,Intro Women's/Gender Studies
Social and Behavioral Ways of Knowing,Boise State University,ANTH102,Social-Cultural Anthropology
Social and Behavioral Ways of Knowing,Boise State University,ANTH216,"Magic, Witchcraft and Religion"
Social and Behavioral Ways of Knowing,Boise State University,CJ103,Intro to Law & Justice
Social and Behavioral Ways of Knowing,Boise State University,ECON201,Principles of Macroeconomics
Social and Behavioral Ways of Knowing,Boise State University,ECON202,Principles of Microeconomics
Social and Behavioral Ways of Knowing,Boise State University,ED-CIFS201,Foundations of Education
Social and Behavioral Ways of Knowing,Boise State University,ED-ESP223,Child Growth and Development
Social and Behavioral Ways of Knowing,Boise State University,ED-LLC200,Cultural Diversity in School
Social and Behavioral Ways of Knowing,Boise State University,ED-LLC203,Film and Contemporary Issues
Social and Behavioral Ways of Knowing,Boise State University,EDTECH203,Foundations of Digital Culture
Social and Behavioral Ways of Knowing,Boise State University,ENGL202,Intro to Tech Comm
Social and Behavioral Ways of Knowing,Boise State University,GEOG100,Introduction to Geography
Social and Behavioral Ways of Knowing,Boise State University,GEOG102,Cultural Geography
Social and Behavioral Ways of Knowing,Boise State University,GLOBAL101,"Conflict, Cooperation & Change"
Social and Behavioral Ways of Knowing,Boise State University,HIST111,United States History
Social and Behavioral Ways of Knowing,Boise State University,HIST112,United States History
Social and Behavioral Ways of Knowing,Boise State University,HIST121,History of Asia
Social and Behavioral Ways of Knowing,Boise State University,HLTHST102,Environmental Health
Social and Behavioral Ways of Knowing,Boise State University,INTBUS220,Go Global: You & World Economy
Social and Behavioral Ways of Knowing,Boise State University,KINES140,Personal Health
Social and Behavioral Ways of Knowing,Boise State University,KINES180,Introduction to Coaching
Social and Behavioral Ways of Knowing,Boise State University,LING205,Language in Human Life
Social and Behavioral Ways of Knowing,Boise State University,POLS101,American National Government
Social and Behavioral Ways of Knowing,Boise State University,POLS201,Current Events in Am Politics
Social and Behavioral Ways of Knowing,Boise State University,POLS202,Current Events In Global Polit
Social and Behavioral Ways of Knowing,Boise State University,POLS203,Political Science in Popular M
Social and Behavioral Ways of Knowing,Boise State University,PSYC101,General Psychology
Social and Behavioral Ways of Knowing,Boise State University,SOC101,Introduction to Sociology
Social and Behavioral Ways of Knowing,Boise State University,SOC102,Social Problems
Social and Behavioral Ways of Knowing,Boise State University,SOC230,Intro to Ethnic Studies
Social and Behavioral Ways of Knowing,Boise State University,SOCWRK101,Introduction to Social Welfare
Social and Behavioral Ways of Knowing,Boise State University,SPS101,"Public Service, Civic, Communi"
Social and Behavioral Ways of Knowing,Boise State University,STEM-ED210,Knowing and Learning
Social and Behavioral Ways of Knowing,Boise State University,URBAN101,Cities and Society
Social and Behavioral Ways of Knowing,College of Eastern Idaho,CRJ103,Introduction to Law and Justice
Social and Behavioral Ways of Knowing,College of Eastern Idaho,ECO201,Principles of Macroeconomics
Social and Behavioral Ways of Knowing,College of Eastern Idaho,ECO202,Principles of Microeconomics
Social and Behavioral Ways of Knowing,College of Eastern Idaho,HIS101,Foundations of Europe
Social and Behavioral Ways of Knowing,College of Eastern Idaho,HIS102,Modern Europe
Social and Behavioral Ways of Knowing,College of Eastern Idaho,HIS111,U.S. History 1
